x,y,a,b,c,result
43,y2,43,55,24,165
36,y2,47,9,55,103
29,y2,10,83,43,20
43,y2,52,97,26,227
32,y1,10,30,4,40
45,y1,52,53,81,186
40,y1,19,33,47,99
36,y2,1,23,13,25
34,y1,85,92,31,177
32,y2,88,51,46,227
48,y1,61,36,58,155
48,y1,7,33,15,55
23,y2,94,89,95,188
44,y1,82,9,87,178
46,y1,95,97,29,221
56,y2,87,5,1,180
21,y1,42,1,38,42
25,y1,8,3,13,8
43,y2,66,81,75,288
59,y1,24,51,43,118
37,y2,84,6,35,174
47,y2,35,98,64,232
20,y1,88,66,47,88
39,y2,2,90,70,94
57,y1,41,58,36,135
30,y2,39,10,32,88
36,y1,62,33,15,95
48,y2,1,21,9,32
23,y2,62,34,14,124
52,y1,9,24,14,47
55,y1,65,18,68,151
49,y1,1,97,68,166
22,y1,69,67,7,69
39,y1,92,95,69,187
35,y2,2,14,20,18
20,y2,68,72,68,136
31,y1,13,9,51,22
20,y1,46,79,12,46
45,y2,74,57,52,257
58,y1,71,57,1,129
30,y1,77,89,1,166
47,y2,5,38,44,92
48,y1,77,87,73,237
57,y1,45,66,27,138
20,y1,29,75,35,29
54,y1,61,60,69,190
42,y2,68,35,65,236
46,y1,53,43,89,185
45,y2,62,72,38,234
26,y2,67,57,67,134
20,y2,76,68,38,152
29,y2,54,56,87,108
26,y1,44,94,50,44
50,y1,74,61,47,182
22,y1,26,61,2,26
46,y1,84,27,2,113
55,y1,31,42,16,89
22,y1,75,21,52,75
20,y2,7,29,40,14
37,y2,76,27,26,179
36,y1,44,14,23,58
30,y1,28,49,76,77
58,y2,53,49,70,225
58,y1,22,62,7,91
43,y2,46,67,70,229
49,y2,7,75,28,117
40,y1,43,39,78,160
58,y1,74,9,4,87
21,y2,32,3,20,64
37,y2,42,39,9,123
31,y2,45,2,64,92
53,y2,5,77,90,177
53,y2,77,48,56,258
47,y2,32,81,32,177
45,y2,89,24,48,250
49,y2,25,10,90,150
32,y1,66,69,55,135
39,y1,38,9,48,47
46,y2,9,28,62,108
22,y1,33,55,40,33
46,y1,18,60,22,100
32,y2,84,26,76,194
34,y2,22,63,65,107
57,y1,75,37,65,177
25,y2,39,11,21,78
27,y1,81,46,62,81
24,y1,72,89,52,72
24,y1,19,97,60,19
25,y1,25,6,68,25
26,y1,38,3,92,38
46,y2,90,68,86,334
42,y1,67,50,54,171
53,y2,18,69,93,198
49,y2,32,27,99,190
49,y2,28,15,92,163
38,y1,76,27,77,103
49,y2,14,78,27,133
54,y1,43,64,15,122
29,y2,92,75,20,184
49,y2,67,8,17,159
22,y2,29,26,52,58
44,y1,96,17,46,159
42,y2,51,55,100,257
57,y1,11,15,51,77
35,y2,91,1,52,183
35,y1,66,32,21,98
56,y1,96,77,14,187
46,y1,82,34,38,154
40,y2,83,64,14,244
51,y1,28,10,43,81
21,y1,23,72,21,23
39,y2,59,92,14,210
57,y2,71,26,31,199
21,y1,44,90,32,44
49,y1,50,19,58,127
31,y1,9,98,46,107
42,y1,28,97,89,214
28,y1,55,69,15,55
50,y1,24,12,21,57
54,y1,92,28,34,154
39,y2,42,59,38,143
52,y2,46,71,11,174
37,y1,21,53,26,74
33,y2,74,97,15,245
50,y1,84,27,92,203
48,y1,20,78,56,154
57,y2,17,47,66,147
45,y2,53,23,72,201
55,y1,66,67,78,211
57,y2,21,7,13,62
59,y1,93,2,91,186
26,y1,97,99,28,97
41,y1,70,85,47,202
47,y2,70,4,63,207
52,y2,5,67,66,143
51,y1,9,53,27,89
20,y2,74,71,30,148
50,y2,29,66,13,137
44,y1,35,98,80,213
41,y2,31,49,71,182
39,y2,31,21,39,83
50,y1,54,68,86,208
28,y2,42,15,8,84
58,y2,62,75,7,206
43,y2,54,98,42,248
54,y2,55,5,77,192
42,y2,44,36,19,143
26,y2,97,86,56,194
55,y1,2,9,29,40
28,y1,28,78,38,28
30,y2,96,71,69,263
60,y1,21,35,63,119
29,y1,17,45,36,17
24,y1,68,42,37,68
56,y1,68,12,84,164
27,y2,22,85,45,44
41,y1,61,49,57,167
36,y1,35,17,3,52
38,y2,57,39,74,153
56,y1,84,48,91,223
21,y2,49,97,82,98
36,y1,92,96,79,188
49,y1,29,67,37,133
35,y2,75,5,67,155
43,y1,76,34,45,155
48,y2,49,32,65,195
29,y1,75,43,100,75
47,y1,39,55,36,130
44,y1,48,28,68,144
34,y1,59,78,28,137
58,y1,63,96,35,194
24,y2,16,93,52,32
48,y1,77,30,50,157
30,y2,71,98,84,240
20,y1,62,97,86,62
31,y1,35,49,6,84
56,y2,10,62,41,123
26,y1,26,7,21,26
59,y1,92,67,1,160
36,y2,11,83,29,105
30,y1,71,20,21,91
57,y2,49,55,53,206
35,y2,17,98,26,132
22,y1,96,63,53,96
33,y2,18,89,66,125
26,y2,22,3,26,44
54,y1,66,94,1,161
35,y2,62,63,10,187
44,y2,37,71,24,169
46,y2,17,74,17,125
56,y2,23,73,66,185
40,y2,59,43,23,184
48,y2,30,11,6,77
44,y1,53,76,16,145
22,y2,23,45,45,46
31,y2,74,11,81,159
44,y1,89,78,11,178
49,y1,42,55,73,170
45,y2,12,89,40,153
29,y2,58,20,78,116
48,y2,76,97,1,250
35,y1,76,85,11,161
33,y2,71,3,34,145
40,y2,26,80,62,194
36,y2,82,16,59,180
34,y1,88,15,84,103
47,y1,83,26,97,206
37,y2,100,80,66,280
48,y2,41,70,9,161
23,y2,94,58,95,188
39,y2,31,56,38,118
23,y1,72,47,78,72
35,y1,90,3,89,93
32,y1,91,78,6,169
49,y2,69,64,82,284
31,y2,11,33,42,55
23,y2,22,28,62,44
47,y1,46,65,10,121
56,y1,70,17,35,122
57,y2,9,87,72,177
29,y1,10,72,77,10
50,y1,26,46,69,141
31,y2,60,47,48,167
49,y2,45,75,42,207
20,y1,68,46,37,68
54,y1,60,90,63,213
36,y2,10,66,48,86
35,y2,66,100,31,232
23,y1,26,50,13,26
27,y1,66,48,2,66
51,y2,64,59,18,205
55,y2,47,91,53,238
21,y2,51,30,24,102
50,y1,12,60,5,77
28,y1,55,70,33,55
60,y2,40,60,22,162
54,y2,99,52,94,344
53,y2,78,70,81,307
38,y1,3,39,86,42
56,y2,51,84,49,235
29,y2,37,82,59,74
54,y2,84,50,15,233
36,y1,18,35,61,53
31,y2,60,4,31,124
54,y2,4,91,64,163
39,y1,33,73,84,106
26,y2,85,86,47,170
51,y1,96,5,33,134
50,y2,44,58,87,233
23,y1,15,40,19,15
37,y1,41,96,87,137
42,y2,54,52,8,168
58,y1,98,100,100,298
34,y1,50,100,73,150
46,y2,6,87,23,122
34,y1,45,77,55,122
49,y2,23,21,27,94
35,y2,93,5,76,191
36,y2,31,33,67,95
22,y1,52,93,71,52
28,y2,84,64,66,168
25,y2,1,98,27,2
27,y2,86,4,25,172
47,y2,9,86,17,121
50,y2,98,37,51,284
31,y1,80,78,42,158
42,y2,9,53,13,84
39,y2,7,18,88,32
39,y2,7,61,89,75
52,y1,63,16,65,144
26,y2,85,1,66,170
20,y1,3,47,55,3
40,y1,97,52,68,217
29,y2,41,84,93,82
53,y2,21,60,27,129
22,y2,98,48,31,196
20,y1,94,34,4,94
23,y1,59,47,1,59
30,y2,44,3,50,91
36,y1,95,93,31,188
57,y2,62,72,63,259
32,y2,87,98,12,272
38,y1,51,62,34,113
39,y1,72,14,3,86
52,y2,75,85,49,284
34,y1,60,76,40,136
42,y2,1,26,85,113
30,y2,70,100,34,240
24,y2,3,92,91,6
36,y2,57,76,62,190
32,y1,91,50,94,141
42,y2,9,48,75,141
31,y2,23,96,91,142
29,y2,5,98,56,10
20,y1,4,30,9,4
22,y1,19,75,15,19
35,y1,29,16,78,45
41,y2,63,25,41,192
57,y2,94,28,49,265
60,y1,64,49,64,177
55,y1,40,98,43,181
51,y2,62,10,26,160
58,y2,27,42,46,142
46,y2,68,5,20,161
51,y1,10,21,36,67
39,y2,97,64,57,258
27,y1,91,43,63,91
46,y1,36,3,57,96
45,y2,41,83,58,223
44,y2,7,17,10,41
23,y1,87,77,28,87
60,y2,4,70,52,130
44,y1,84,62,17,163
22,y2,82,37,79,164
38,y2,15,54,26,84
37,y1,66,36,27,102
37,y1,82,8,85,90
22,y2,95,81,39,190
40,y1,23,15,87,125
55,y1,99,59,95,253
41,y1,39,79,91,209
34,y2,16,52,58,84
25,y2,23,43,66,46
35,y1,13,3,100,16
50,y2,44,70,61,219
56,y2,81,57,35,254
58,y2,34,2,34,104
53,y2,42,78,63,225
53,y2,92,95,55,334
51,y1,9,15,84,108
35,y1,22,57,96,79
41,y1,98,45,82,225
39,y2,42,96,58,180
46,y1,10,8,79,97
55,y2,75,39,83,272
52,y2,93,25,79,290
24,y1,32,39,92,32
24,y2,40,2,32,80
28,y1,71,98,55,71
49,y2,70,8,75,223
32,y2,25,8,21,58
35,y2,38,74,60,150
52,y2,21,73,63,178
23,y2,3,77,28,6
38,y1,59,16,45,75
28,y2,44,60,26,88
33,y1,73,71,46,144
58,y2,30,27,35,122
46,y1,49,39,34,122
60,y1,57,4,50,111
48,y2,78,4,59,219
55,y1,62,48,10,120
44,y2,59,90,63,271
42,y2,58,19,2,137
37,y1,47,94,13,141
42,y1,35,70,99,204
45,y1,54,81,59,194
34,y2,88,55,52,231
29,y2,25,20,96,50
53,y2,43,48,51,185
53,y2,33,79,52,197
32,y2,14,14,63,42
41,y1,18,96,2,116
24,y1,31,97,65,31
31,y2,61,54,71,176
20,y2,51,86,70,102
28,y2,56,7,91,112
38,y1,37,14,3,51
24,y1,98,31,80,98
27,y1,85,80,1,85
50,y1,20,36,59,115
60,y2,4,68,49,125
37,y2,93,84,46,270
32,y2,54,46,21,154
21,y1,60,39,46,60
41,y2,29,52,37,147
35,y2,17,99,3,133
29,y1,21,100,6,21
33,y1,22,60,2,82
45,y2,6,2,80,94
27,y2,100,48,51,200
26,y1,28,15,2,28
48,y2,42,78,57,219
60,y2,50,100,28,228
58,y1,97,22,24,143
37,y1,98,84,16,182
22,y1,85,71,87,85
20,y2,24,18,62,48
41,y1,47,48,62,157
57,y1,95,3,71,169
50,y1,36,44,82,162
51,y2,70,2,63,205
36,y2,37,52,66,126
27,y2,88,41,1,176
54,y1,29,20,78,127
38,y2,2,55,95,59
52,y2,50,84,7,191
55,y2,23,48,41,135
25,y2,22,68,55,44
23,y2,58,39,23,116
27,y2,1,29,14,2
59,y1,2,57,5,64
23,y2,24,36,89,48
54,y1,100,61,64,225
24,y2,4,71,33,8
37,y1,15,94,59,109
24,y2,52,40,19,104
44,y2,14,29,1,58
42,y2,1,95,28,125
29,y2,21,76,34,42
27,y2,21,74,81,42
58,y1,91,97,92,280
51,y2,43,32,62,180
37,y2,68,67,65,203
60,y1,25,78,48,151
31,y2,7,91,77,105
20,y1,86,55,96,86
30,y1,44,66,58,110
30,y1,40,41,59,81
36,y1,64,26,76,90
32,y1,51,13,78,64
38,y2,57,23,72,137
48,y1,97,1,61,159
28,y1,15,10,54,15
23,y2,17,26,79,34
55,y2,96,63,72,327
45,y1,96,96,30,222
23,y2,19,19,43,38
36,y1,25,50,48,75
45,y1,96,46,5,147
55,y1,58,57,38,153
43,y1,46,35,52,133
49,y2,93,54,4,244
55,y1,8,17,39,64
27,y1,5,31,97,5
31,y2,73,90,25,236
32,y2,63,49,92,175
36,y2,37,25,80,99
58,y1,88,93,8,189
29,y1,28,7,44,28
42,y1,37,88,86,211
40,y1,70,40,92,202
21,y1,73,11,75,73
59,y2,67,43,6,183
28,y1,50,61,21,50
31,y1,22,97,9,119
40,y1,31,79,20,130
57,y1,71,54,18,143
55,y2,16,73,38,143
22,y1,5,25,2,5
34,y1,70,3,100,73
34,y1,67,6,55,73
23,y2,4,17,34,8
50,y1,51,74,61,186
31,y2,88,15,63,191
45,y1,66,96,82,244
46,y2,24,73,16,137
46,y2,46,11,21,124
34,y1,66,76,98,142
47,y1,70,43,27,140
48,y1,57,28,28,113
58,y1,66,59,4,129
43,y2,41,52,78,212
30,y1,25,93,56,118
36,y1,16,33,69,49
52,y2,35,70,22,162
25,y1,98,79,84,98
29,y2,93,37,6,186
47,y1,90,15,48,153
39,y2,22,71,44,115
34,y2,6,63,91,75
50,y1,38,59,84,181
35,y2,21,81,24,123
48,y1,85,99,39,223
29,y2,1,78,85,2
27,y2,24,39,68,48
28,y2,57,41,66,114
56,y1,42,25,4,71
30,y1,67,8,67,75
59,y1,76,11,7,94
46,y1,40,47,48,135
23,y1,32,87,18,32
23,y2,38,1,12,76
29,y1,5,3,42,5
38,y2,18,37,45,73
49,y2,16,99,29,160
24,y2,40,93,85,80
53,y1,34,8,47,89
44,y1,29,34,42,105
23,y1,43,40,51,43
51,y1,15,9,50,74
39,y1,15,75,27,90
35,y1,3,3,66,6
25,y1,10,57,76,10
53,y2,68,50,41,227
57,y2,16,50,27,109
46,y1,52,43,93,188
49,y2,64,56,73,257
52,y2,92,48,85,317
36,y2,65,43,84,173
59,y2,69,27,57,222
21,y1,90,48,45,90
39,y2,24,3,72,51
22,y2,99,62,64,198
37,y1,42,27,72,69
46,y1,96,80,34,210
34,y1,13,40,11,53
57,y2,68,93,5,234
48,y1,93,79,9,181
21,y2,76,3,56,152
23,y1,86,20,75,86
31,y1,84,88,3,172
40,y1,16,4,10,30
51,y1,92,23,81,196
47,y1,63,37,45,145
58,y2,69,91,7,236
48,y2,45,91,33,214
49,y1,21,45,86,152
57,y1,94,43,81,218
29,y2,98,42,8,196
25,y2,38,51,47,76
27,y2,72,36,78,144
60,y1,97,69,98,264
29,y2,91,67,68,182
48,y2,2,96,77,177
46,y2,75,34,73,257
60,y1,57,70,95,222
41,y2,84,88,55,311
55,y1,53,92,7,152
40,y2,18,17,6,59
49,y2,46,37,55,184
40,y1,90,45,100,235
51,y2,75,56,48,254
50,y2,92,84,27,295
23,y2,1,27,4,2
40,y1,50,52,19,121
51,y1,45,43,10,98
20,y2,89,10,88,178
39,y1,22,20,53,42
51,y1,42,57,31,130
59,y1,33,11,60,104
50,y1,44,26,29,99
29,y1,24,36,37,24
20,y1,82,4,76,82
31,y1,18,1,50,19
28,y2,59,35,56,118
20,y1,20,94,18,20
55,y1,69,66,5,140
36,y1,50,93,38,143
53,y1,75,31,99,205
56,y1,33,32,95,160
32,y2,52,31,6,135
50,y2,31,48,37,147
40,y1,61,17,56,134
38,y2,51,3,81,105
33,y2,50,42,50,142
47,y2,57,29,36,179
21,y1,46,18,67,46
46,y1,21,1,64,86
55,y2,34,86,49,203
23,y1,57,22,52,57
30,y1,49,58,95,107
59,y1,25,13,3,41
45,y1,57,6,60,123
23,y2,64,74,19,128
43,y1,92,72,42,206
32,y2,52,29,22,133
50,y2,34,36,49,153
20,y2,58,20,42,116
21,y1,1,94,61,1
34,y2,58,2,6,118
28,y2,35,14,100,70
41,y2,59,2,59,179
56,y2,25,73,11,134
36,y2,97,20,22,214
22,y2,91,99,95,182
23,y1,13,76,76,13
59,y2,79,92,21,271
55,y1,3,96,41,140
47,y1,19,25,74,118
33,y1,12,81,81,93
53,y2,46,79,89,260
43,y2,22,61,40,145
45,y1,12,23,100,135
57,y2,72,44,39,227
27,y2,88,64,93,176
31,y1,93,94,55,187
38,y1,94,51,13,145
50,y2,89,19,56,253
28,y2,9,42,3,18
32,y1,34,85,62,119
34,y1,1,88,76,89
22,y1,60,87,54,60
32,y2,5,13,39,23
35,y2,67,64,69,198
32,y2,43,20,64,106
36,y2,35,33,95,103
21,y2,22,37,7,44
31,y2,88,96,76,272
33,y1,81,17,90,98
58,y2,23,80,31,157
23,y2,56,8,92,112
30,y2,51,50,48,152
22,y2,91,13,45,182
60,y1,32,79,95,206
56,y1,18,51,96,165
36,y2,22,34,48,78
53,y2,37,73,18,165
36,y2,47,70,2,164
36,y1,27,43,24,70
28,y1,76,16,43,76
58,y2,61,75,50,247
20,y2,14,66,28,28
60,y2,74,36,88,272
45,y1,11,23,47,81
58,y2,19,76,68,182
53,y2,58,36,23,175
21,y1,11,21,8,11
21,y1,45,26,20,45
46,y2,42,2,5,91
58,y2,48,16,60,172
45,y1,34,54,47,135
49,y1,45,29,35,109
30,y2,44,28,38,116
48,y1,96,92,80,268
46,y1,74,18,14,106
46,y1,94,59,66,219
35,y2,58,38,27,154
28,y2,46,24,82,92
42,y2,10,93,45,158
50,y1,54,60,96,210
23,y2,60,36,96,120
56,y2,22,49,19,112
34,y2,24,31,46,79
47,y2,63,60,14,200
23,y1,87,88,17,87
60,y2,18,22,25,83
39,y2,17,76,96,110
39,y2,13,39,69,65
59,y2,45,39,91,220
27,y1,1,65,21,1
33,y2,94,63,81,251
20,y1,35,75,59,35
47,y2,94,5,56,249
53,y1,59,82,40,181
28,y2,6,5,19,12
50,y2,10,63,9,92
51,y2,50,63,35,198
54,y1,12,76,72,160
53,y2,40,53,22,155
28,y1,56,53,26,56
51,y1,46,77,47,170
36,y1,4,80,13,84
30,y1,87,22,24,109
31,y2,57,100,51,214
25,y1,29,37,38,29
41,y1,94,41,15,150
32,y2,100,96,26,296
20,y2,51,41,31,102
33,y1,96,17,16,113
40,y2,8,66,39,121
55,y1,55,14,62,131
22,y1,94,53,50,94
38,y2,80,5,65,165
38,y1,29,71,1,100
41,y2,80,54,21,235
42,y1,86,45,31,162
21,y2,7,37,21,14
43,y1,87,48,5,140
55,y2,43,86,28,200
23,y2,21,64,80,42
52,y2,35,35,59,164
35,y1,25,46,91,71
53,y2,38,50,78,204
58,y1,1,10,94,105
39,y1,15,45,70,60
29,y2,84,9,82,168
54,y1,95,16,30,141
55,y2,67,21,98,253
22,y2,94,57,46,188
39,y1,5,33,27,38
49,y2,2,39,62,105
40,y2,30,40,71,171
21,y1,39,30,54,39
57,y1,24,95,79,198
40,y1,38,72,68,178
32,y1,9,1,58,10
47,y1,58,50,48,156
32,y2,36,63,39,135
30,y2,100,49,93,249
60,y1,45,51,27,123
53,y2,36,56,32,160
27,y2,57,48,22,114
59,y2,4,59,3,70
38,y1,76,28,81,104
42,y2,80,96,17,273
26,y2,43,9,24,86
27,y2,14,25,22,28
53,y1,69,57,80,206
46,y1,6,88,31,125
39,y2,16,42,99,74
53,y1,42,94,60,196
20,y2,9,46,86,18
30,y1,71,6,30,77
45,y2,32,71,29,164
34,y2,72,95,93,239
43,y2,37,96,49,219
46,y2,69,84,34,256
24,y1,60,28,53,60
55,y2,10,70,3,93
21,y2,10,55,2,20
27,y1,25,21,21,25
27,y1,63,1,74,63
31,y1,66,90,53,156
29,y2,10,20,17,20
56,y1,19,24,95,138
55,y2,91,17,99,298
21,y1,64,62,6,64
53,y2,12,28,18,70
35,y2,67,76,97,210
54,y2,88,76,92,344
30,y2,69,85,53,223
46,y2,46,22,40,154
40,y1,62,7,80,149
47,y1,59,62,54,175
44,y2,11,4,77,103
25,y2,87,19,74,174
45,y1,71,25,76,172
33,y2,51,44,50,146
35,y1,6,22,40,28
48,y2,49,86,13,197
40,y2,90,52,63,295
56,y1,26,80,40,146
36,y2,22,47,47,91
46,y2,68,54,27,217
42,y2,23,90,17,153
40,y1,33,23,11,67
26,y1,6,15,81,6
44,y2,84,41,16,225
21,y1,38,53,74,38
32,y1,73,26,89,99
49,y2,28,99,77,232
21,y1,40,21,45,40
59,y2,35,31,20,121
43,y2,29,85,57,200
40,y2,21,16,98,156
60,y2,87,9,70,253
40,y1,9,44,15,68
31,y2,91,63,7,245
37,y1,53,4,20,57
42,y2,49,28,62,188
52,y1,98,85,96,279
45,y1,70,52,56,178
53,y1,54,61,70,185
23,y2,50,4,93,100
60,y1,44,86,65,195
54,y1,100,69,12,181
47,y2,90,6,67,253
44,y2,88,99,34,309
37,y1,13,98,98,111
41,y2,36,56,91,219
60,y1,40,53,69,162
28,y2,76,90,27,152
60,y2,9,11,66,95
36,y1,92,96,82,188
27,y2,46,74,69,92
35,y1,66,54,7,120
33,y2,94,96,69,284
44,y1,44,21,49,114
49,y1,18,72,27,117
48,y1,53,77,47,177
35,y2,66,63,67,195
27,y1,37,86,25,37
49,y1,15,32,91,138
60,y2,81,65,29,256
31,y1,35,44,40,79
32,y2,99,83,41,281
21,y1,49,9,90,49
53,y2,28,85,14,155
59,y1,6,76,9,91
30,y2,21,62,11,104
53,y1,12,5,8,25
53,y2,54,42,53,203
25,y2,73,34,13,146
38,y1,35,22,68,57
32,y1,65,27,11,92
26,y2,10,43,38,20
26,y1,43,15,56,43
44,y1,87,93,41,221
36,y2,53,68,68,174
60,y1,80,35,5,120
47,y2,2,15,87,106
34,y2,41,3,15,85
59,y2,55,6,100,216
52,y2,4,100,15,123
30,y1,89,60,32,149
29,y1,27,67,94,27
59,y2,18,89,93,218
44,y2,64,72,100,300
48,y2,33,1,66,133
56,y1,64,74,23,161
50,y1,59,50,71,180
28,y2,37,53,50,74
24,y2,1,59,66,2
27,y2,17,83,52,34
20,y2,90,12,76,180
59,y1,40,69,83,192
45,y1,24,66,7,97
43,y1,25,26,3,54
51,y1,16,58,3,77
49,y1,20,13,92,125
56,y1,1,68,84,153
23,y1,77,31,74,77
26,y2,44,88,70,88
39,y2,36,35,86,107
27,y2,80,49,91,160
26,y1,1,24,14,1
47,y1,15,15,23,53
54,y1,66,88,42,196
36,y1,42,81,54,123
24,y1,13,43,71,13
29,y1,25,66,38,25
44,y1,71,68,65,204
30,y2,72,74,6,218
60,y1,12,97,59,168
47,y2,63,72,52,250
22,y2,98,91,19,196
23,y1,2,90,31,2
38,y1,17,51,62,68
50,y1,34,17,83,134
34,y1,31,71,57,102
30,y1,13,51,25,64
20,y2,92,21,100,184
45,y1,45,35,90,170
58,y1,19,65,17,101
58,y2,72,75,38,257
56,y2,57,43,79,236
44,y1,86,58,3,147
50,y1,38,64,97,199
41,y2,57,88,20,222
59,y1,78,34,39,151
34,y2,6,46,64,58
43,y2,79,17,27,202
20,y1,48,58,62,48
53,y1,63,26,38,127
33,y1,60,94,73,154
24,y2,8,23,14,16
25,y1,84,73,11,84
45,y1,14,38,45,97
21,y1,58,47,52,58
35,y2,25,37,11,87
35,y2,68,59,36,195
44,y2,49,46,25,169
52,y1,29,87,30,146
26,y2,100,77,38,200
38,y2,56,6,72,118
43,y1,15,43,91,149
30,y2,18,59,67,95
60,y1,30,30,67,127
33,y1,34,73,39,107
27,y1,26,35,77,26
60,y2,20,54,42,136
26,y1,11,2,91,11
43,y2,26,32,68,152
51,y2,92,14,41,239
48,y2,23,56,53,155
21,y2,35,65,28,70
25,y2,15,69,34,30
49,y1,62,96,2,160
49,y1,69,75,11,155
20,y1,25,88,100,25
55,y1,85,6,76,167
28,y2,35,28,53,70
47,y2,63,24,7,157
56,y2,44,34,32,154
28,y2,27,62,72,54
51,y1,32,53,10,95
40,y2,69,77,16,231
37,y2,30,87,94,147
60,y1,87,48,97,232
43,y1,45,31,59,135
54,y1,42,46,50,138
24,y1,77,43,74,77
33,y2,60,41,53,161
37,y1,26,78,4,104
24,y1,7,21,97,7
34,y2,64,62,84,190
46,y2,13,4,95,125
26,y2,60,99,35,120
34,y1,84,24,88,108
26,y1,74,77,61,74
42,y2,47,1,91,186
41,y2,14,51,89,168
56,y2,3,62,14,82
40,y1,62,96,11,169
46,y2,10,36,1,57
31,y2,67,49,97,183
35,y2,12,47,81,71
55,y1,67,61,10,138
33,y1,84,35,75,119
33,y2,68,39,86,175
33,y2,71,43,34,185
52,y1,49,17,23,89
33,y1,54,36,15,90
54,y2,88,52,79,307
23,y2,61,13,88,122
42,y1,23,7,36,66
42,y2,62,47,67,238
48,y2,99,43,59,300
41,y2,57,63,76,253
32,y2,64,34,63,162
58,y1,33,85,26,144
44,y2,64,95,62,285
33,y1,21,4,94,25
49,y1,19,2,81,102
20,y2,81,98,27,162
33,y2,100,67,13,267
36,y1,46,14,96,60
53,y2,100,89,98,387
32,y1,11,19,1,30
58,y1,19,74,63,156
28,y1,65,55,5,65
37,y1,38,83,6,121
24,y2,76,95,14,152
41,y1,16,27,49,92
54,y1,38,55,58,151
46,y1,27,43,98,168
30,y1,14,55,39,69
22,y2,13,43,23,26
55,y1,82,58,37,177
44,y1,47,33,82,162
52,y1,100,52,41,193
54,y2,44,24,1,113
58,y1,40,43,48,131
30,y2,18,87,15,123
36,y2,16,24,18,56
34,y1,95,16,70,111
41,y2,91,46,92,320
42,y1,73,12,24,109
32,y1,33,55,84,88
37,y1,48,60,80,108
54,y1,16,98,37,151
42,y2,23,77,20,143
57,y2,54,31,84,223
57,y1,58,75,21,154
58,y2,36,78,41,191
51,y2,95,39,66,295
47,y2,40,66,60,206
41,y2,47,14,87,195
28,y1,36,33,8,36
28,y1,75,88,82,75
51,y1,96,56,39,191
52,y2,37,78,2,154
32,y1,49,92,50,141
24,y1,1,71,35,1
53,y2,55,19,48,177
29,y1,38,33,93,38
34,y1,20,62,75,82
43,y1,33,37,23,93
23,y1,7,3,79,7
51,y2,71,6,60,208
43,y1,96,53,65,214
54,y1,2,85,22,109
33,y2,14,64,72,92
43,y1,68,79,100,247
20,y1,72,75,56,72
34,y1,68,32,43,100
25,y1,78,40,12,78
40,y1,37,92,70,199
25,y2,23,94,77,46
55,y2,97,93,87,374
49,y2,47,18,82,194
34,y1,28,60,1,88
24,y1,48,8,54,48
58,y1,51,74,57,182
53,y1,68,70,87,225
56,y1,90,82,27,199
59,y1,23,98,30,151
24,y2,33,49,23,66
33,y1,10,31,38,41
51,y2,74,93,77,318
46,y2,41,95,55,232
34,y1,44,27,40,71
38,y1,28,87,55,115
38,y2,14,76,85,104
55,y1,77,45,77,199
22,y1,38,24,40,38
31,y1,89,42,54,131
35,y1,10,91,15,101
35,y1,41,10,78,51
37,y2,87,78,12,252
50,y1,13,32,43,88
42,y1,97,21,83,201
58,y1,12,38,6,56
49,y1,40,83,100,223
47,y2,20,83,64,187
27,y1,61,97,57,61
24,y2,22,54,70,44
37,y1,40,17,5,57
30,y1,34,15,9,49
41,y2,73,30,6,182
37,y1,6,49,64,55
48,y2,9,73,53,144
54,y1,27,79,19,125
38,y1,59,29,62,88
50,y1,78,77,24,179
38,y2,39,61,35,139
28,y2,25,99,52,50
40,y2,27,93,21,168
51,y2,54,74,85,267
57,y2,45,23,38,151
55,y1,61,45,39,145
51,y1,11,61,12,84
54,y2,96,78,76,346
20,y1,36,61,35,36
38,y2,95,67,72,257
34,y2,95,1,34,191
47,y2,11,76,53,151
36,y2,93,38,49,224
26,y2,73,46,80,146
40,y1,13,54,100,167
51,y2,96,23,50,265
21,y1,66,62,72,66
32,y2,46,63,8,155
23,y1,14,2,18,14
32,y2,2,3,27,7
30,y2,92,97,3,281
31,y1,23,1,74,24
53,y2,87,68,21,263
33,y1,32,61,49,93
52,y2,70,13,35,188
24,y1,37,51,9,37
35,y1,16,90,41,106
29,y1,13,48,93,13
48,y2,9,39,18,75
23,y1,77,28,20,77
27,y2,42,16,36,84
41,y1,96,80,9,185
49,y1,16,20,81,117
33,y1,100,54,53,154
44,y1,52,65,42,159
57,y1,22,70,15,107
49,y1,52,2,34,88
26,y2,9,38,7,18
60,y2,37,61,21,156
48,y2,6,6,91,109
42,y1,74,9,81,164
44,y2,57,55,84,253
28,y1,100,100,55,100
58,y1,61,15,46,122
37,y2,48,14,9,110
34,y1,57,89,63,146
54,y2,27,93,30,177
43,y2,1,16,25,43
30,y2,27,98,94,152
32,y1,78,71,53,149
28,y2,75,8,98,150
48,y1,29,87,3,119
53,y2,88,4,85,265
38,y1,45,28,17,73
31,y1,81,64,52,145
30,y2,49,80,56,178
60,y2,66,17,42,191
58,y2,96,72,51,315
42,y1,58,18,55,131
39,y1,64,95,48,159
55,y2,88,3,85,264
46,y1,69,73,29,171
50,y1,96,82,95,273
43,y1,96,19,24,139
46,y1,83,15,43,141
46,y2,46,53,84,229
41,y1,67,79,28,174
52,y1,76,69,93,238
44,y1,8,64,47,119
20,y1,71,15,40,71
