x,a,b,c,result
49,30,95,95,220
35,25,57,40,82
60,89,96,7,192
56,90,1,66,157
33,77,63,41,140
49,23,64,39,126
25,77,54,1,77
57,23,58,32,113
23,94,77,65,94
34,5,79,1,84
28,11,24,80,11
21,10,75,83,10
38,36,77,74,113
43,28,94,1,123
33,77,24,99,101
36,91,4,58,95
28,18,56,49,18
58,35,47,42,124
49,94,88,96,278
35,21,56,74,77
22,64,86,48,64
49,81,44,39,164
49,81,84,33,198
46,2,42,59,103
49,69,96,52,217
30,28,20,70,48
48,71,35,52,158
52,79,20,11,110
38,18,16,17,34
36,80,84,26,164
47,2,77,26,105
38,31,58,64,89
35,56,11,100,67
24,70,15,6,70
56,89,94,38,221
60,94,20,91,205
26,69,44,65,69
28,41,20,62,41
54,32,33,21,86
45,66,65,43,174
39,93,32,35,125
39,8,37,13,45
20,9,83,16,9
46,26,58,9,93
23,72,67,94,72
50,33,98,10,141
57,18,42,15,75
27,63,21,51,63
30,97,100,99,197
49,27,13,90,130
31,84,45,36,129
30,72,97,74,169
39,91,39,99,130
36,30,4,66,34
47,88,74,82,244
55,76,66,66,208
52,77,7,38,122
47,73,25,35,133
20,74,77,48,74
46,82,96,40,218
40,62,95,36,193
59,95,48,72,215
43,81,93,2,176
34,70,25,31,95
55,22,97,96,215
38,33,94,45,127
22,27,41,5,27
56,44,55,83,182
30,52,7,77,59
46,30,69,66,165
40,46,40,3,89
35,41,49,94,90
20,6,78,87,6
47,45,47,63,155
28,91,74,66,91
53,3,91,15,109
59,96,52,84,232
37,35,85,47,120
45,25,25,30,80
57,89,31,22,142
33,81,44,62,125
50,86,67,80,233
40,70,78,53,201
32,21,87,75,108
29,94,93,36,94
53,11,39,84,134
22,89,42,26,89
37,43,25,19,68
53,52,26,19,97
23,47,1,48,47
35,6,25,98,31
46,54,83,75,212
39,18,92,76,110
60,16,36,10,62
39,96,92,84,188
57,76,16,35,127
26,46,4,31,46
26,82,3,59,82
35,83,11,10,94
31,27,95,52,122
54,15,4,62,81
35,7,82,21,89
32,9,93,24,102
34,39,73,41,112
39,82,17,93,99
58,35,23,31,89
59,65,40,42,147
42,46,13,9,68
40,98,43,98,239
31,31,9,30,40
23,17,83,57,17
56,27,86,95,208
39,96,85,3,181
30,36,58,81,94
57,34,79,15,128
31,96,57,43,153
48,48,24,20,92
35,5,67,14,72
46,88,18,73,179
28,31,29,8,31
56,65,88,69,222
45,57,28,56,141
38,72,18,41,90
21,26,8,61,26
49,53,24,46,123
31,62,33,52,95
38,37,14,55,51
58,53,80,45,178
46,17,1,86,104
30,44,75,48,119
52,66,86,70,222
58,62,66,97,225
48,76,13,28,117
37,61,97,63,158
29,89,28,94,89
42,78,59,100,237
55,3,86,56,145
30,38,60,98,98
24,44,59,48,44
23,79,85,23,79
27,39,12,40,39
58,62,38,16,116
43,12,79,52,143
43,25,28,52,105
44,36,23,14,73
33,65,55,15,120
21,94,9,25,94
43,45,92,87,224
44,60,1,61,122
39,20,71,3,91
31,90,79,100,169
60,40,60,24,124
36,46,56,40,102
22,86,22,98,86
35,9,71,28,80
45,79,74,40,193
27,46,65,32,46
30,13,84,84,97
54,78,64,52,194
26,51,17,52,51
35,54,16,28,70
50,60,99,47,206
34,18,95,36,113
44,6,24,98,128
53,96,99,51,246
48,79,56,29,164
44,50,87,46,183
30,59,86,22,145
32,21,18,82,39
20,51,67,88,51
54,72,8,63,143
32,35,97,5,132
40,67,11,70,148
47,32,56,2,90
39,57,56,64,113
34,99,60,44,159
52,78,82,33,193
25,53,24,51,53
53,17,98,87,202
24,63,29,82,63
52,29,83,89,201
30,74,14,100,88
20,79,80,14,79
53,26,63,27,116
49,41,21,53,115
48,26,87,42,155
47,38,67,66,171
30,98,92,84,190
24,24,28,6,24
46,76,3,98,177
46,39,76,98,213
37,20,7,63,27
39,85,83,7,168
52,36,15,70,121
29,90,53,75,90
50,40,34,88,162
41,19,89,22,130
38,92,46,53,138
26,25,71,77,25
37,43,82,23,125
43,91,43,72,206
34,63,83,66,146
28,43,80,50,43
53,78,66,20,164
31,53,97,34,150
46,51,88,8,147
28,20,18,15,20
55,48,32,26,106
